City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Happy Valley,OR,Light,2007-01-22,22:30,Monday,22,01
Wilsonville,OR,Light,2007-01-22,21:00,Monday,22,01
Bellflower,CA,Formation,2007-01-22,21:00,Monday,22,01
Sebring,FL,Fireball,2007-01-22,20:30,Monday,22,01
Miami,FL,Disk,2007-01-22,17:30,Monday,22,01
Norwalk,OH,Changing,2007-01-21,23:00,Sunday,21,01
Lebanon,PA,Light,2007-01-21,21:30,Sunday,21,01
San Francisco,CA,Other,2007-01-21,14:00,Sunday,21,01
Kirkland,WA,Oval,2007-01-21,02:00,Sunday,21,01
Jordan,MN,Triangle,2007-01-20,21:01,Saturday,20,01
Ocean City,MD,Other,2007-01-20,19:57,Saturday,20,01
LaPorte,IN,Triangle,2007-01-20,18:48,Saturday,20,01
Paramount,CA,Light,2007-01-20,18:45,Saturday,20,01
Paramount,CA,Disk,2007-01-20,18:00,Saturday,20,01
Gurnee/Waukegan/N. Chicago,IL,Light,2007-01-20,17:50,Saturday,20,01
Tacoma,WA,Sphere,2007-01-20,12:35,Saturday,20,01
Eureka,CA,Triangle,2007-01-20,10:00,Saturday,20,01
Kannapolis,NC,Rectangle,2007-01-20,08:31,Saturday,20,01
Monroe,MI,Cigar,2007-01-20,08:20,Saturday,20,01
Elizabeth,WV,Circle,2007-01-20,01:00,Saturday,20,01
Oneida,NY,Oval,2007-01-20,00:10,Saturday,20,01
Enola,PA,Formation,2007-01-19,23:14,Friday,19,01
Collierville,TN,Triangle,2007-01-19,23:10,Friday,19,01
Springfield,MO,Triangle,2007-01-19,20:00,Friday,19,01
Salyersville,KY,Light,2007-01-19,16:00,Friday,19,01
Colby,KS,Changing,2007-01-19,11:07,Friday,19,01
Felton,CA,Circle,2007-01-19,06:15,Friday,19,01
San Antonio,TX,Chevron,2007-01-18,22:55,Thursday,18,01
Dallas,TX,Triangle,2007-01-18,21:25,Thursday,18,01
Bovey,MN,Light,2007-01-18,18:30,Thursday,18,01
Hebron,CT,Light,2007-01-18,12:00,Thursday,18,01
Rochester,NY,Circle,2007-01-18,07:35,Thursday,18,01
New York City (Queens),NY,Light,2007-01-18,07:32,Thursday,18,01
Bruceton Mills,WV,Oval,2007-01-17,20:45,Wednesday,17,01
Drums,PA,Disk,2007-01-17,20:30,Wednesday,17,01
Mokena,IL,Triangle,2007-01-17,20:02,Wednesday,17,01
Davenport,FL,Light,2007-01-17,20:00,Wednesday,17,01
West Chester,PA,Triangle,2007-01-17,19:32,Wednesday,17,01
Del Mar,CA,Sphere,2007-01-17,18:15,Wednesday,17,01
Louisiana (??) (in flight),LA,Cigar,2007-01-17,17:35,Wednesday,17,01
Laguna Beach,CA,Sphere,2007-01-17,16:30,Wednesday,17,01
Grayslake,IL,Disk,2007-01-17,10:30,Wednesday,17,01
Gila Bend,AZ,Sphere,2007-01-17,09:00,Wednesday,17,01
Miami,FL,Light,2007-01-17,01:30,Wednesday,17,01
Winston-Salem (S of; around Tyro?),NC,Other,2007-01-17,00:15,Wednesday,17,01
Southgate,MI,Triangle,2007-01-16,23:45,Tuesday,16,01
Willow Street,PA,Light,2007-01-16,23:30,Tuesday,16,01
Paincines (Pinnacle Rocks in Pinnacles National Monument),CA,Light,2007-01-16,23:00,Tuesday,16,01
McKinney,TX,Cigar,2007-01-16,22:00,Tuesday,16,01
Salinas,CA,Oval,2007-01-16,21:30,Tuesday,16,01
Paincines (Pinnacle Rocks in Pinnacles National Monument),CA,Light,2007-01-16,21:00,Tuesday,16,01
High Point,NC,Chevron,2007-01-16,21:00,Tuesday,16,01
Caseyville,IL,Triangle,2007-01-16,20:00,Tuesday,16,01
High Point,NC,Triangle,2007-01-16,18:30,Tuesday,16,01
Woodville,AL,Light,2007-01-16,18:00,Tuesday,16,01
South Milford,IN,Light,2007-01-16,18:00,Tuesday,16,01
Burbank,CA,Disk,2007-01-16,17:50,Tuesday,16,01
Tampa,FL,Disk,2007-01-16,12:00,Tuesday,16,01
Rockville,MD,Disk,2007-01-16,11:30,Tuesday,16,01
Colchester,VT,Light,2007-01-16,06:00,Tuesday,16,01
Cocoa Beach/Cape Canaveral,FL,Triangle,2007-01-15,20:00,Monday,15,01
Abbeville,SC,Light,2007-01-15,20:00,Monday,15,01
Fayetteville,NC,Light,2007-01-15,19:00,Monday,15,01
West Mifflin,PA,Sphere,2007-01-15,18:27,Monday,15,01
Babbitt,MN,Light,2007-01-15,17:30,Monday,15,01
Marshalltown,IA,Oval,2007-01-15,15:00,Monday,15,01
Beaverton,OR,Changing,2007-01-15,14:00,Monday,15,01
Orange City,FL,Fireball,2007-01-15,07:45,Monday,15,01
Clemson,SC,Oval,2007-01-15,02:30,Monday,15,01
Daly City,CA,Circle,2007-01-15,01:45,Monday,15,01
Oakland,CA,Fireball,2007-01-14,23:00,Sunday,14,01
Bradenton,FL,Light,2007-01-14,23:00,Sunday,14,01
Navarre,FL,Triangle,2007-01-14,21:50,Sunday,14,01
Chiloquin,OR,Circle,2007-01-14,19:00,Sunday,14,01
Bremerton,WA,Formation,2007-01-14,18:30,Sunday,14,01
Carrboro,NC,Circle,2007-01-14,18:23,Sunday,14,01
Murfreesboro,TN,Light,2007-01-14,17:00,Sunday,14,01
St. Clair,MO,Flash,2007-01-14,05:00,Sunday,14,01
Bonney Lake,WA,Light,2007-01-13,23:00,Saturday,13,01
Poland,ME,Oval,2007-01-13,20:00,Saturday,13,01
Stockton,CA,Triangle,2007-01-13,19:30,Saturday,13,01
Los Angeles,CA,Circle,2007-01-13,12:30,Saturday,13,01
Burbank,CA,Cylinder,2007-01-13,11:15,Saturday,13,01
Dunnellon,FL,Light,2007-01-13,10:10,Saturday,13,01
Seattle,WA,Light,2007-01-13,03:00,Saturday,13,01
San Antonio,TX,Triangle,2007-01-13,00:00,Saturday,13,01
Dallas,TX,Disk,2007-01-12,18:00,Friday,12,01
Wellesley,MA,Fireball,2007-01-12,17:09,Friday,12,01
Boston,MA,Fireball,2007-01-12,17:09,Friday,12,01
Millerton,NY,Other,2007-01-12,17:00,Friday,12,01
Meriden,CT,Circle,2007-01-12,16:12,Friday,12,01
Manteca,CA,Disk,2007-01-11,20:15,Thursday,11,01
McMinnville,OR,Sphere,2007-01-11,19:30,Thursday,11,01
Andover,KS,Oval,2007-01-11,18:55,Thursday,11,01
Riverside,CA,Circle,2007-01-11,17:45,Thursday,11,01
Downingtown,PA,Cigar,2007-01-11,08:30,Thursday,11,01
Rockford,IL,Triangle,2007-01-11,06:45,Thursday,11,01
Toms River,NJ,Fireball,2007-01-10,23:30,Wednesday,10,01
Council Bluffs,IA,Chevron,2007-01-10,23:05,Wednesday,10,01
Council Bluffs,IA,Chevron,2007-01-10,23:00,Wednesday,10,01
South Shore,KY,Disk,2007-01-10,23:00,Wednesday,10,01
Inverness,IL,Triangle,2007-01-10,22:01,Wednesday,10,01
Jacksonville,FL,Light,2007-01-10,22:00,Wednesday,10,01
Hayesville,NC,Circle,2007-01-10,22:00,Wednesday,10,01
Greenwood,MS,Circle,2007-01-10,21:00,Wednesday,10,01
Glen Ellyn,IL,Formation,2007-01-10,21:00,Wednesday,10,01
Pocahontas,AR,Light,2007-01-10,20:55,Wednesday,10,01
New York City (Staten Island),NY,Other,2007-01-10,18:45,Wednesday,10,01
Ludington,MI,Circle,2007-01-10,18:30,Wednesday,10,01
Powell,OH,Other,2007-01-10,18:15,Wednesday,10,01
Kissimmee,FL,Cylinder,2007-01-10,17:45,Wednesday,10,01
Desoto,MO,Fireball,2007-01-10,17:35,Wednesday,10,01
Encinitas,CA,Disk,2007-01-10,17:27,Wednesday,10,01
Orwigsburg,PA,Sphere,2007-01-10,12:00,Wednesday,10,01
Katy,TX,Light,2007-01-10,06:43,Wednesday,10,01
El Dorado,KS,Triangle,2007-01-09,19:30,Tuesday,09,01
Crosby,TX,Disk,2007-01-09,19:00,Tuesday,09,01
Miami,FL,Flash,2007-01-09,18:34,Tuesday,09,01
Morehead,KY,Circle,2007-01-09,12:00,Tuesday,09,01
Pontiac,MI,Sphere,2007-01-09,07:35,Tuesday,09,01
Dunn,NC,Other,2007-01-09,06:00,Tuesday,09,01
Gladstone,MO,Other,2007-01-09,01:00,Tuesday,09,01
Hampden,ME,Fireball,2007-01-08,23:45,Monday,08,01
Tupelo,MS,Circle,2007-01-08,23:00,Monday,08,01
Newington,GA,Light,2007-01-08,19:00,Monday,08,01
Louisville,AR,Light,2007-01-08,19:00,Monday,08,01
Rowesville,SC,Fireball,2007-01-08,18:45,Monday,08,01
Los Angeles,CA,Fireball,2007-01-08,17:39,Monday,08,01
Las Vegas,NV,Light,2007-01-08,17:30,Monday,08,01
Ventura,CA,Sphere,2007-01-08,17:25,Monday,08,01
Corpus Christi,TX,Sphere,2007-01-08,17:00,Monday,08,01
Otley,IA,Sphere,2007-01-08,15:56,Monday,08,01
Black Canyon City (near),AZ,Triangle,2007-01-08,07:00,Monday,08,01
Quincy,WA,Oval,2007-01-08,06:40,Monday,08,01
Shawnee,OK,Light,2007-01-07,21:30,Sunday,07,01
Tumwater,WA,Light,2007-01-07,20:50,Sunday,07,01
Snohomish,WA,Light,2007-01-07,20:05,Sunday,07,01
Centralia,WA,Circle,2007-01-07,19:30,Sunday,07,01
Edgewater,FL,Circle,2007-01-07,18:00,Sunday,07,01
Allentown,PA,Other,2007-01-07,16:30,Sunday,07,01
Utopia,TX,Other,2007-01-07,14:00,Sunday,07,01
Centralia,WA,Circle,2007-01-07,07:30,Sunday,07,01
Honey Grove,TX,Circle,2007-01-07,06:30,Sunday,07,01
Downey,CA,Fireball,2007-01-07,02:30,Sunday,07,01
Mesa,AZ,Circle,2007-01-06,23:30,Saturday,06,01
Mesa,AZ,Circle,2007-01-06,23:30,Saturday,06,01
Sturbridge,MA,Cylinder,2007-01-06,20:30,Saturday,06,01
Miami,FL,Oval,2007-01-06,20:00,Saturday,06,01
Smoaks,SC,Fireball,2007-01-06,18:45,Saturday,06,01
Forest Grove,OR,Sphere,2007-01-06,18:35,Saturday,06,01
Boulder Creek,CA,Other,2007-01-06,16:30,Saturday,06,01
Newtown,CT,Circle,2007-01-06,12:40,Saturday,06,01
Highland Park,IL,Circle,2007-01-06,03:58,Saturday,06,01
Phoenix,AZ,Changing,2007-01-06,01:01,Saturday,06,01
San Diego,CA,Light,2007-01-05,21:15,Friday,05,01
Huntsville,AL,Light,2007-01-05,20:59,Friday,05,01
San Bernardino,CA,Triangle,2007-01-05,20:00,Friday,05,01
Blackshear,GA,Fireball,2007-01-05,18:00,Friday,05,01
Palatine,IL,Chevron,2007-01-05,12:00,Friday,05,01
Douglas,MI,Other,2007-01-05,06:00,Friday,05,01
Kansas City,MO,Cylinder,2007-01-05,02:23,Friday,05,01
Nevada,MO,Light,2007-01-05,02:00,Friday,05,01
Tacoma,WA,Light,2007-01-04,23:45,Thursday,04,01
Antioch,CA,Fireball,2007-01-04,22:46,Thursday,04,01
Chandler (Yuma Co.?),AZ,Circle,2007-01-04,22:00,Thursday,04,01
Pittsfield,MA,Light,2007-01-04,19:15,Thursday,04,01
Round Rock,TX,Changing,2007-01-04,18:00,Thursday,04,01
Santa Barbara,CA,Disk,2007-01-04,17:15,Thursday,04,01
Orwigsburg,PA,Oval,2007-01-04,08:30,Thursday,04,01
Longmont,CO,Formation,2007-01-04,06:20,Thursday,04,01
St. Joseph City,AZ,Formation,2007-01-04,06:16,Thursday,04,01
Arvada,CO,Cylinder,2007-01-04,06:15,Thursday,04,01
Rimrock,AZ,Other,2007-01-04,06:15,Thursday,04,01
Manhattan,MT,Fireball,2007-01-04,06:14,Thursday,04,01
Mohnton,PA,Light,2007-01-04,06:00,Thursday,04,01
Taylorsville,GA,Light,2007-01-04,05:10,Thursday,04,01
Chambersburg,PA,Cylinder,2007-01-03,23:30,Wednesday,03,01
Shattuck,OK,Fireball,2007-01-03,23:30,Wednesday,03,01
Buford,GA,Rectangle,2007-01-03,23:15,Wednesday,03,01
Marks,MS,Disk,2007-01-03,23:00,Wednesday,03,01
Grand Pass,MO,Fireball,2007-01-03,22:38,Wednesday,03,01
Washington,MO,Light,2007-01-03,22:38,Wednesday,03,01
Nebraska (rural),NE,Light,2007-01-03,22:30,Wednesday,03,01
San Pedro,CA,Disk,2007-01-03,20:30,Wednesday,03,01
Oak Hill,WV,Formation,2007-01-03,18:45,Wednesday,03,01
Houston,TX,Other,2007-01-03,18:30,Wednesday,03,01
Burlington,NC,Circle,2007-01-03,18:15,Wednesday,03,01
Zanesville,OH,Other,2007-01-03,18:00,Wednesday,03,01
Newtown,CT,Rectangle,2007-01-03,18:00,Wednesday,03,01
New Florence,MO,Other,2007-01-03,17:55,Wednesday,03,01
Cerritos/Buena Park area,CA,Light,2007-01-03,17:45,Wednesday,03,01
Millerton,NY,Light,2007-01-03,17:41,Wednesday,03,01
Charlotte,NC,Light,2007-01-03,17:00,Wednesday,03,01
San Martin,CA,Circle,2007-01-03,16:40,Wednesday,03,01
Vernon,WI,Oval,2007-01-03,16:30,Wednesday,03,01
Ypsilanti,MI,Light,2007-01-03,07:40,Wednesday,03,01
Barton Hills,MI,Diamond,2007-01-03,03:45,Wednesday,03,01
Altmar,NY,Light,2007-01-03,03:00,Wednesday,03,01
Garden City,NY,Changing,2007-01-02,23:42,Tuesday,02,01
Columbia City,IN,Light,2007-01-02,23:00,Tuesday,02,01
Dauphin,PA,Other,2007-01-02,22:30,Tuesday,02,01
Worcester,MA,Fireball,2007-01-02,22:15,Tuesday,02,01
Painted Post,NY,Light,2007-01-02,21:15,Tuesday,02,01
Adair,IA,Circle,2007-01-02,21:00,Tuesday,02,01
Clarksburg,MD,Light,2007-01-02,20:00,Tuesday,02,01
Millerton,NY,Light,2007-01-02,20:00,Tuesday,02,01
Seattle,WA,Light,2007-01-02,18:45,Tuesday,02,01
Clinton Township,MI,Formation,2007-01-02,18:30,Tuesday,02,01
Entiat,WA,Light,2007-01-02,18:15,Tuesday,02,01
Columbus,MS,Light,2007-01-02,18:00,Tuesday,02,01
Delaware,OH,Light,2007-01-02,17:45,Tuesday,02,01
Tinley Park,IL,Light,2007-01-02,17:30,Tuesday,02,01
Carpendale,WV,Triangle,2007-01-02,14:00,Tuesday,02,01
Chicora,PA,Sphere,2007-01-02,14:00,Tuesday,02,01
Canton,OH,Disk,2007-01-02,13:00,Tuesday,02,01
East Windsor,NJ,Light,2007-01-02,10:15,Tuesday,02,01
Mountain City,TN,Disk,2007-01-02,07:25,Tuesday,02,01
Chicago,IL,Formation,2007-01-02,03:10,Tuesday,02,01
Seattle,WA,Fireball,2007-01-02,00:00,Tuesday,02,01
Birmingham,AL,Disk,2007-01-01,23:30,Monday,01,01
Lake Havasu City,AZ,Sphere,2007-01-01,21:45,Monday,01,01
Brightwood,VA,Circle,2007-01-01,21:30,Monday,01,01
Midlothian,IL,Other,2007-01-01,20:21,Monday,01,01
Chicago,IL,Light,2007-01-01,19:00,Monday,01,01
Eagle Pass,TX,Circle,2007-01-01,18:08,Monday,01,01
Miami Lakes,FL,Changing,2007-01-01,16:30,Monday,01,01
Lake Station,IN,Light,2007-01-01,15:00,Monday,01,01
St. Petersburg,FL,Disk,2007-01-01,15:00,Monday,01,01
San Diego,CA,Oval,2007-01-01,14:00,Monday,01,01
Amityville,NY,Changing,2007-01-01,14:00,Monday,01,01
Cape May,NJ,Disk,2007-01-01,13:00,Monday,01,01
Manitou Beach,MI,Disk,2007-01-01,12:00,Monday,01,01
Seattle,WA,Other,2007-01-01,10:00,Monday,01,01
Pasadena,CA,Other,2007-01-01,08:00,Monday,01,01
Goleta,CA,Light,2007-01-01,04:20,Monday,01,01
New York City (Times Square),NY,Disk,2007-01-01,03:00,Monday,01,01
Miami,FL,Oval,2007-01-01,02:00,Monday,01,01
Ligonier,PA,Light,2007-01-01,02:00,Monday,01,01
White Pass,WA,Sphere,2007-01-01,01:37,Monday,01,01
Riverside,NJ,Light,2007-01-01,01:30,Monday,01,01
Bensenville,IL,Formation,2007-01-01,01:00,Monday,01,01
Cape Coral,FL,Fireball,2007-01-01,00:20,Monday,01,01
Cedar Falls,IA,Light,2007-01-01,00:11,Monday,01,01
Windsor,CA,Formation,2007-01-01,00:10,Monday,01,01
Montclair,CA,Fireball,2007-01-01,00:06,Monday,01,01
Ellicott City,MD,Circle,2007-01-01,00:06,Monday,01,01
Windsor,CA,Light,2007-01-01,00:01,Monday,01,01
Windsor,CA,Circle,2007-01-01,00:01,Monday,01,01
Windsor,CA,Other,2007-01-01,00:00,Monday,01,01
Dover,DE,Sphere,2007-01-01,00:00,Monday,01,01
Bethel,OH,Light,2007-02-28,23:40,Wednesday,28,02
Nevada,MO,Light,2007-02-28,21:00,Wednesday,28,02
Sarasota,FL,Disk,2007-02-28,20:30,Wednesday,28,02
Marana,AZ,Triangle,2007-02-28,20:00,Wednesday,28,02
Madison,AL,Triangle,2007-02-28,20:00,Wednesday,28,02
Gila Bend,AZ,Light,2007-02-28,19:22,Wednesday,28,02
Woodburn,OR,Light,2007-02-28,19:12,Wednesday,28,02
Sonora,CA,Light,2007-02-28,18:43,Wednesday,28,02
Atlanta,GA,Fireball,2007-02-28,18:00,Wednesday,28,02
Athens,AL,Triangle,2007-02-28,18:00,Wednesday,28,02
Melbourne,FL,Sphere,2007-02-28,15:30,Wednesday,28,02
Island Pond,VT,Disk,2007-02-28,13:30,Wednesday,28,02
Charlotte,NC,Circle,2007-02-28,12:30,Wednesday,28,02
Sanford,FL,Sphere,2007-02-28,10:30,Wednesday,28,02
Eastaboga,AL,Other,2007-02-28,09:00,Wednesday,28,02
Kentwood (just north of),LA,Triangle,2007-02-28,03:30,Wednesday,28,02
Kingstree,SC,Light,2007-02-27,20:00,Tuesday,27,02
Summerville,SC,Sphere,2007-02-27,17:10,Tuesday,27,02
Santa Rosa,CA,Triangle,2007-02-27,05:10,Tuesday,27,02
New Kensington,PA,Other,2007-02-27,01:00,Tuesday,27,02
Beavercreek,OH,Circle,2007-02-26,21:40,Monday,26,02
Sunnyside,WA,Light,2007-02-26,20:49,Monday,26,02
San Pedro,CA,Oval,2007-02-26,15:48,Monday,26,02
in flight,AZ,Triangle,2007-02-26,15:00,Monday,26,02
Sacramento,CA,Cigar,2007-02-26,11:00,Monday,26,02
New York City (Bronx),NY,Circle,2007-02-26,07:30,Monday,26,02
Fort Lauderdale,FL,Fireball,2007-02-25,23:00,Sunday,25,02
Horseshoe,NC,Fireball,2007-02-25,22:20,Sunday,25,02
Auburn,AL,Light,2007-02-25,21:30,Sunday,25,02
Briarwood (Queens),NY,Flash,2007-02-25,17:46,Sunday,25,02
Queen Creek,AZ,Light,2007-02-25,00:26,Sunday,25,02
Carmel-by-the-Sea,CA,Sphere,2007-02-24,22:25,Saturday,24,02
Irvine,CA,Disk,2007-02-24,21:00,Saturday,24,02
Berlin,CT,Triangle,2007-02-24,21:00,Saturday,24,02
West Melbourne,FL,Changing,2007-02-24,20:06,Saturday,24,02
Portsmouth,VA,Sphere,2007-02-24,19:30,Saturday,24,02
Oak Island,NC,Fireball,2007-02-24,19:00,Saturday,24,02
Muncie,IN,Rectangle,2007-02-24,16:00,Saturday,24,02
Marlboro,MA,Other,2007-02-24,13:00,Saturday,24,02
Lubbock,TX,Oval,2007-02-24,09:43,Saturday,24,02
Vista,CA,Chevron,2007-02-24,00:00,Saturday,24,02
Kensington,NH,Diamond,2007-02-23,20:00,Friday,23,02
Columbia,KY,Oval,2007-02-23,19:45,Friday,23,02
Arroyo Grande,CA,Light,2007-02-23,09:30,Friday,23,02
Myrtle Beach,SC,Light,2007-02-22,23:30,Thursday,22,02
Jefferson (7 miles east of),NC,Light,2007-02-22,21:00,Thursday,22,02
Fort Lauderdale,FL,Triangle,2007-02-22,20:25,Thursday,22,02
Columbus (north of),GA,Fireball,2007-02-22,20:15,Thursday,22,02
Arlington Heights,IL,Other,2007-02-22,19:50,Thursday,22,02
Arlington,WA,Light,2007-02-22,19:45,Thursday,22,02
Greenville,SC,Triangle,2007-02-22,19:30,Thursday,22,02
Hermitage,TN,Triangle,2007-02-22,08:00,Thursday,22,02
Durham,NH,Changing,2007-02-22,07:30,Thursday,22,02
Des Moines,IA,Light,2007-02-22,02:27,Thursday,22,02
Evansville,IN,Rectangle,2007-02-22,01:10,Thursday,22,02
Summit,NJ,Changing,2007-02-22,01:00,Thursday,22,02
Somerset,PA,Rectangle,2007-02-21,22:45,Wednesday,21,02
Winchester,TN,Diamond,2007-02-21,22:15,Wednesday,21,02
Spruce Pine,NC,Fireball,2007-02-21,21:17,Wednesday,21,02
Rome,GA,Fireball,2007-02-21,21:00,Wednesday,21,02
Gridley,IL,Triangle,2007-02-21,21:00,Wednesday,21,02
Terre Haute,IN,Light,2007-02-21,20:00,Wednesday,21,02
Akron,OH,Light,2007-02-21,19:10,Wednesday,21,02
Chico,CA,Light,2007-02-21,15:30,Wednesday,21,02
Queen Creek,AZ,Oval,2007-02-21,12:15,Wednesday,21,02
Albuquerque,NM,Chevron,2007-02-20,20:45,Tuesday,20,02
Voorhees,NJ,Sphere,2007-02-20,20:00,Tuesday,20,02
Mequon,WI,Triangle,2007-02-20,19:15,Tuesday,20,02
Cape May,NJ,Light,2007-02-20,19:00,Tuesday,20,02
Harrah,OK,Triangle,2007-02-20,19:00,Tuesday,20,02
Dale City/Arlington,VA,Circle,2007-02-20,17:25,Tuesday,20,02
Needles,CA,Circle,2007-02-20,13:00,Tuesday,20,02
Fort Larome,OH,Rectangle,2007-02-19,22:00,Monday,19,02
West Point,IA,Circle,2007-02-19,20:00,Monday,19,02
Littlerock,AR,Circle,2007-02-19,14:00,Monday,19,02
Sacramento,CA,Fireball,2007-02-18,22:00,Sunday,18,02
Slana,AK,Light,2007-02-18,20:15,Sunday,18,02
Hays,MT,Fireball,2007-02-18,20:00,Sunday,18,02
Houston,TX,Light,2007-02-18,19:01,Sunday,18,02
Fort Smith,AR,Light,2007-02-18,17:00,Sunday,18,02
Mission Viejo,CA,Sphere,2007-02-18,04:00,Sunday,18,02
Livingston,LA,Triangle,2007-02-17,19:00,Saturday,17,02
West Paris,ME,Rectangle,2007-02-17,18:40,Saturday,17,02
Cerritos,CA,Light,2007-02-17,18:15,Saturday,17,02
Sultan,WA,Other,2007-02-17,14:50,Saturday,17,02
Portland,OR,Changing,2007-02-17,08:00,Saturday,17,02
Milwaukee,WI,Oval,2007-02-17,06:30,Saturday,17,02
Pacific/Algona (Route 167 SB),WA,Oval,2007-02-17,03:30,Saturday,17,02
Cleveland,OH,Triangle,2007-02-17,02:52,Saturday,17,02
Lexington,KY,Triangle,2007-02-16,21:51,Friday,16,02
Alpharetta,GA,Chevron,2007-02-16,20:00,Friday,16,02
Walden,VT,Triangle,2007-02-16,20:00,Friday,16,02
Vienna,VA,Rectangle,2007-02-16,19:00,Friday,16,02
Cedar Rapids,IA,Formation,2007-02-16,19:00,Friday,16,02
Trout Run,PA,Oval,2007-02-16,19:00,Friday,16,02
Livingston,LA,Rectangle,2007-02-16,15:00,Friday,16,02
Half-Moon Bay (off shore; cruise ship),CA,Sphere,2007-02-16,02:15,Friday,16,02
Denver,CO,Other,2007-02-16,00:00,Friday,16,02
Florham Park,NJ,Light,2007-02-15,20:20,Thursday,15,02
Marquette,KS,Triangle,2007-02-15,20:00,Thursday,15,02
Sierra Vista,AZ,Disk,2007-02-15,19:00,Thursday,15,02
Golden's Bridge,NY,Other,2007-02-15,18:30,Thursday,15,02
Salem,MO,Triangle,2007-02-15,17:05,Thursday,15,02
Kernersville,NC,Cylinder,2007-02-15,11:15,Thursday,15,02
Topeka,KS,Light,2007-02-15,07:00,Thursday,15,02
Exton,PA,Fireball,2007-02-14,23:00,Wednesday,14,02
Groton,CT,Other,2007-02-14,21:00,Wednesday,14,02
San Ramon/Danville,CA,Disk,2007-02-14,20:30,Wednesday,14,02
Cuba,NY,Light,2007-02-14,19:00,Wednesday,14,02
Stone Mountain,GA,Disk,2007-02-14,17:30,Wednesday,14,02
Mount Airy,NC,Light,2007-02-14,05:15,Wednesday,14,02
Kansas City,KS,Triangle,2007-02-14,00:45,Wednesday,14,02
Phoenix,AZ,Other,2007-02-14,00:30,Wednesday,14,02
Salt Lake City,UT,Flash,2007-02-13,22:30,Tuesday,13,02
Edmonds,WA,Triangle,2007-02-13,22:00,Tuesday,13,02
Kingfield,ME,Light,2007-02-13,20:00,Tuesday,13,02
Sandy Springs,GA,Light,2007-02-13,19:40,Tuesday,13,02
Orlando,FL,Light,2007-02-12,20:30,Monday,12,02
Lynn Haven,FL,Disk,2007-02-12,17:00,Monday,12,02
Springfield,IL,Circle,2007-02-12,15:00,Monday,12,02
Everett,WA,Chevron,2007-02-11,22:51,Sunday,11,02
Carroll Valley,PA,Light,2007-02-11,20:00,Sunday,11,02
Oxnard,CA,Light,2007-02-11,19:25,Sunday,11,02
Woodbury,NJ,Flash,2007-02-11,08:31,Sunday,11,02
Crown Point,IN,Light,2007-02-11,00:20,Sunday,11,02
Nashville,IN,Triangle,2007-02-10,21:00,Saturday,10,02
Pittsburgh,PA,Disk,2007-02-10,17:00,Saturday,10,02
Virginia Beach,VA,Sphere,2007-02-10,15:00,Saturday,10,02
Peoria,IL,Light,2007-02-10,08:30,Saturday,10,02
Boynton Beach,FL,Light,2007-02-10,08:00,Saturday,10,02
Lillington,NC,Circle,2007-02-10,00:00,Saturday,10,02
Fort Wayne,IN,Triangle,2007-02-09,04:45,Friday,09,02
Berrien Springs,MI,Light,2007-02-08,23:00,Thursday,08,02
Lake Alfred,FL,Sphere,2007-02-08,21:00,Thursday,08,02
Mt. Carmel,IL,Light,2007-02-08,19:00,Thursday,08,02
Roselle,IL,Cylinder,2007-02-08,16:45,Thursday,08,02
San Francisco,CA,Light,2007-02-08,13:30,Thursday,08,02
Fort Defiance,VA,Rectangle,2007-02-08,12:30,Thursday,08,02
Long Beach,CA,Flash,2007-02-08,02:00,Thursday,08,02
Lincoln,RI,Light,2007-02-08,01:40,Thursday,08,02
Doral,FL,Light,2007-02-08,00:34,Thursday,08,02
Sugarloaf Mtn.,MD,Light,2007-02-07,22:15,Wednesday,07,02
Shinnston,WV,Triangle,2007-02-07,22:07,Wednesday,07,02
St. Joseph,MI,Light,2007-02-07,22:00,Wednesday,07,02
Austin,TX,Formation,2007-02-07,20:45,Wednesday,07,02
Peyton,CO,Light,2007-02-07,20:20,Wednesday,07,02
Spokane,WA,Disk,2007-02-07,19:00,Wednesday,07,02
Charleston,SC,Light,2007-02-07,10:00,Wednesday,07,02
Leicester,MA,Oval,2007-02-07,03:30,Wednesday,07,02
Johnstown,PA,Triangle,2007-02-07,03:00,Wednesday,07,02
Cedar Rapids,IA,Cigar,2007-02-06,23:45,Tuesday,06,02
Templeton,CA,Oval,2007-02-06,23:30,Tuesday,06,02
Miami,FL,Light,2007-02-06,23:30,Tuesday,06,02
Point Reyes,CA,Oval,2007-02-06,22:50,Tuesday,06,02
Tempe,AZ,Triangle,2007-02-06,21:00,Tuesday,06,02
Phoenix,AZ,Formation,2007-02-06,21:00,Tuesday,06,02
Prescott Valley,AZ,Triangle,2007-02-06,21:00,Tuesday,06,02
Liberty Hill,TX,Oval,2007-02-06,20:45,Tuesday,06,02
Arizona City,AZ,Circle,2007-02-06,20:30,Tuesday,06,02
Tucson,AZ,Light,2007-02-06,20:20,Tuesday,06,02
Chandler,AZ,Triangle,2007-02-06,20:05,Tuesday,06,02
Scottsdale,AZ,Other,2007-02-06,20:00,Tuesday,06,02
Phoenix,AZ,Circle,2007-02-06,20:00,Tuesday,06,02
Casa Grande,AZ,Light,2007-02-06,20:00,Tuesday,06,02
Laconia,NH,Disk,2007-02-06,20:00,Tuesday,06,02
Buckeye,AZ,Light,2007-02-06,19:45,Tuesday,06,02
